Symbol,Name,Market Cap,Country,IPO Year,Volume,Sector,Industry
QSIAW,Quantum-Si Incorporated Warrant,25504408,United States,2020,8487,Health Care,Biotechnology: Pharmaceutical Preparations
QTI,QT Imaging Holdings Inc. Common Stock,11690970,United States,,1745169,,
QVCC,QVC Inc. 6.250% Senior Secured Notes due 2068,14,United States,2019,32944,Consumer Discretionary,Catalog/Specialty Distribution
QVCD,QVC Inc. 6.375% Senior Secured Notes due 2067,0,United States,2018,26577,Consumer Discretionary,Catalog/Specialty Distribution
RA,Brookfield Real Assets Income Fund Inc. Common Stock,0,United States,2016,245491,Finance,Investment Managers
RAND,Rand Capital Corporation Common Stock,35489039,United States,,5223,Finance,Finance: Consumer Services
RAVE,Rave Restaurant Group Inc. Common Stock,26693416,United States,,39716,Consumer Discretionary,Food Distributors
RC^C,Ready Capital Corporation 6.25% Series C Cumulative Convertible Preferred Stock,,United States,,987,,
RC^E,Ready Capital Corporation 6.50% Series E Cumulative Redeemable Preferred Stock,,United States,,9074,,
RCG,RENN Fund Inc Common Stock,0,United States,,14737,Finance,Investment Managers
RCKTW,Rocket Pharmaceuticals Inc. Warrant,,United States,,20466,Health Care,Biotechnology: Pharmaceutical Preparations
RCRT,Recruiter.com Group Inc. Common Stock,2838985,United States,,13910,Technology,EDP Services
RCRTW,Recruiter.com Group Inc. Warrant,8603,United States,,6862,Technology,EDP Services
RCS,PIMCO Strategic Income Fund Inc.,0,United States,1994,135444,Finance,Investment Managers
RDI,Reading International Inc Class A Common Stock,37478958,United States,,1351,Consumer Discretionary,Movies/Entertainment
RDIB,Reading International Inc Class B Common Stock,26015533,United States,,2227,Consumer Discretionary,Movies/Entertainment
RDZNW,Roadzen Inc. Warrants,8000733,United States,2022,3600,Finance,Blank Checks
REBN,Reborn Coffee Inc. Common Stock,3833372,United States,2022,62497,Consumer Discretionary,Restaurants
REFR,Research Frontiers Incorporated Common Stock,34514566,United States,,12901,Miscellaneous,Multi-Sector Companies
RELI,Reliance Global Group Inc. Common Stock,2411137,United States,,577868,Finance,Specialty Insurers
RELIW,Reliance Global Group Inc. Series A Warrants,408692,United States,,3,Finance,Specialty Insurers
RENE,Cartesian Growth Corporation II Class A Ordinary Shares,0,United States,2022,12558,Finance,Blank Checks
RENEW,Cartesian Growth Corporation II Warrant,0,United States,2022,433,Finance,Blank Checks
RENT,Rent the Runway Inc. Class A Common Stock,25932013,United States,2021,588501,Consumer Discretionary,Other Specialty Stores
REVB,Revelation Biosciences Inc. Common Stock,669616,United States,2020,182415,Health Care,Biotechnology: Pharmaceutical Preparations
REVBW,Revelation Biosciences Inc. Warrant,5416,United States,2020,187842,Health Care,Biotechnology: Pharmaceutical Preparations
REXR^B,Rexford Industrial Realty Inc. 5.875% Series B Cumulative Redeemable Preferred Stock,,United States,,250,,
REXR^C,Rexford Industrial Realty Inc. 5.625% Series C Cumulative Redeemable Preferred Stock par value $0.01 per share,,United States,,5285,,
RF^B,Regions Financial Corporation Depositary Shares Representing 1/40th Perpetual Preferred Series B,,United States,,56082,,
RF^C,Regions Financial Corporation Depositary Shares each Representing a 1/40th Interest in a  Share of 5.700% Fixed-to-Floating Rate Non-Cumulative  Perpetual Preferred Stock Series C,,United States,,29771,,
RF^E,Regions Financial Corporation Depositary Shares Each Representing a 1/40th Interest in a Share of 4.45% Non-Cumulative Perpetual Preferred Stock Series E,,United States,,21644,,
RFIL,RF Industries Ltd. Common Stock,33098314,United States,,1268,Technology,Electrical Products
RFL,Rafael Holdings Inc. Class B Common Stock,41906346,United States,2018,10866,Finance,Real Estate
RGF,The Real Good Food Company Inc. Class A Common Stock,35031572,United States,2021,83215,Consumer Staples,Packaged Foods
RGLS,Regulus Therapeutics Inc. Common Stock,29929555,United States,2012,31318,Health Care,Biotechnology: Pharmaceutical Preparations
RGS,Regis Corporation Common Stock,20081955,United States,1991,6160,Consumer Discretionary,Other Consumer Services
RGTIW,Rigetti Computing Inc. Warrants,36808280,United States,,10058,Technology,Retail: Computer Software & Peripheral Equipment
RITM^A,Rithm Capital Corp. 7.50% Series A Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock,,United States,,18383,,
RITM^B,Rithm Capital Corp. 7.125% Series B Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock,,United States,,31936,,
RITM^C,Rithm Capital Corp. 6.375% Series C Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock,,United States,,16130,,
RITM^D,Rithm Capital Corp. 7.00% Fixed-Rate Reset Series D Cumulative Redeemable Preferred Stock,,United States,,25783,,
RJF^B,Raymond James Financial Inc. Depositary Shares each representing a 1/40th interest in a share of 6.375% Fixed-to-Floating Rate Series B Non-Cumulative Perpetual Preferred Stock,,United States,,2550,,
RKDA,Arcadia Biosciences Inc. Common Stock,2886876,United States,2015,7064,Industrials,Agricultural Chemicals
RLJ^A,RLJ Lodging Trust $1.95 Series A Cumulative Convertible  Preferred Shares,,United States,,29464,,
RMCF,Rocky Mountain Chocolate Factory Inc. Common Stock,25387341,United States,,7315,Consumer Staples,Specialty Foods
RMCO,Royalty Management Holding Corporation Class A Common Stock,0,United States,2023,126951,Miscellaneous,Multi-Sector Companies
RMCOW,Royalty Management Holding Corporation Warrant,0,United States,2023,43833,Miscellaneous,Multi-Sector Companies
RMGC,RMG Acquisition Corp. III Class A Ordinary Shares,0,United States,2021,37,Finance,Blank Checks
RMGCW,RMG Acquisition Corp. III Warrant,0,United States,2021,225,Finance,Blank Checks
RMTI,Rockwell Medical Inc. Common Stock,42164701,United States,1998,128541,Health Care,Biotechnology: Pharmaceutical Preparations
RNAZ,TransCode Therapeutics Inc. Common Stock,431114,United States,2021,133654,Health Care,Biotechnology: Pharmaceutical Preparations
RNXT,RenovoRx Inc. Common Stock,18606829,United States,2021,15271,Health Care,Biotechnology: Pharmaceutical Preparations
ROCL,Roth CH Acquisition V Co. Common Stock,0,United States,2022,61,Finance,Blank Checks
ROCLU,Roth CH Acquisition V Co. Unit,0,United States,2021,126,Finance,Blank Checks
ROCLW,Roth CH Acquisition V Co. Warrant,0,United States,2022,1,Finance,Blank Checks
RPID,Rapid Micro Biosystems Inc. Class A Common Stock,42072439,United States,2021,37838,Health Care,Medical Specialities
RR,Richtech Robotics Inc. Class B Common Stock,0,United States,2023,141644,,
RSLS,ReShape Lifesciences Inc. Common Stock,3612385,United States,2016,464868,Health Care,Medical/Dental Instruments
RVMDW,Revolution Medicines Inc. Warrant,21739134,United States,,7700,,
RVP,Retractable Technologies Inc. Common Stock,38020192,United States,2001,18674,Health Care,Medical/Dental Instruments
RVPHW,Reviva Pharmaceuticals Holdings Inc. Warrants,18346715,United States,2018,10677,Health Care,Biotechnology: Pharmaceutical Preparations
RVYL,Ryvyl Inc. Common Stock,22891099,United States,,13400,Consumer Discretionary,Professional Services
RWOD,Redwoods Acquisition Corp. Common Stock,0,United States,2022,5448,Finance,Blank Checks
RWODR,Redwoods Acquisition Corp. Rights,0,United States,2022,16990,Finance,Blank Checks
RWODW,Redwoods Acquisition Corp. Warrants,0,United States,2022,43717,Finance,Blank Checks
RWT^A,Redwood Trust Inc. 10.00% Series A Fixed-Rate Reset Cumulative Redeemable Preferred Stock,,United States,,6491,,
SABA,Saba Capital Income & Opportunities Fund II Shares of Beneficial Interest,0,United States,,219965,,
SABS,SAB Biotherapeutics Inc. Common Stock,46036063,United States,2021,24558,Health Care,Biotechnology: Pharmaceutical Preparations
SABSW,SAB Biotherapeutics Inc. Warrant,322898,United States,2021,4013,Health Care,Biotechnology: Pharmaceutical Preparations
SACH^A,Sachem Capital Corp. 7.75% Series A Cumulative Redeemable Preferred Stock,,United States,,3242,,
SAGA,Sagaliam Acquisition Corp. Class A Common Stock,0,United States,2022,316,Finance,Blank Checks
SAGAR,Sagaliam Acquisition Corp. Rights,0,United States,2022,1212,Finance,Blank Checks
SANW,S&W Seed Company Common Stock (NV),20145795,United States,,241677,Consumer Staples,Farming/Seeds/Milling
SASI,Sigma Additive Solutions Inc. Common Stock,2668732,United States,,5708,Consumer Discretionary,Miscellaneous manufacturing industries
SBI,Western Asset Intermediate Muni Fund Inc Common Stock,0,United States,1992,36832,Finance,Finance/Investors Services
SCD,LMP Capital and Income Fund Inc. Common Stock,0,United States,2004,46645,Finance,Trusts Except Educational Religious and Charitable
SCE^G,SCE Trust II Trust Preferred Securities,,United States,,5209,,
SCE^H,SCE Trust III Fixed/Floating Rate Trust Preference Securities,,United States,,14867,,
SCE^J,Southern California Edison Company 5.375% Fixed-to-Floating Rate Trust Preference Securities,,United States,,40863,,
SCE^K,Southern California Edison Company 5.45% Fixed-to-Floating Rate Trust Preference Securities,,United States,,12794,,
SCE^L,SCE TRUST VI,,United States,,13801,,
SCE^M,SCE Trust VII 7.50% Trust Preference Securities,,United States,,28583,,
SCHW^D,The Charles Schwab Corporation Depositary Shares each representing 1/40th interest in a share of 5.95% Non-Cumulative Perpetual Preferred Stock Series D,,United States,,28212,,
SCHW^J,The Charles Schwab Corporation Depositary Shares Each Representing a 1/40th Interest in a Share of 4.450% Non-Cumulative Perpetual Preferred Stock Series J,,United States,,61030,,
SCKT,Socket Mobile Inc. Common Stock,7616046,United States,,21471,Technology,Computer Manufacturing
SCPX,Scorpius Holdings Inc. Common Stock,8085386,United States,2022,38164,Health Care,Biotechnology: Pharmaceutical Preparations
SCRM,Screaming Eagle Acquisition Corp. Class A Ordinary Shares,0,United States,2022,93456,Finance,Blank Checks
SCRMU,Screaming Eagle Acquisition Corp. Unit,0,United States,2022,3,Finance,Blank Checks
SCRMW,Screaming Eagle Acquisition Corp. Warrant,0,United States,2022,10762,Finance,Blank Checks
SDIG,Stronghold Digital Mining Inc. Class A Common Stock,34238152,United States,2021,1234985,Finance,Investment Bankers/Brokers/Service
SDOT,Sadot Group Inc. Common Stock,16246584,United States,2020,58345,Consumer Discretionary,Restaurants
SEEL,Seelos Therapeutics Inc. Common Stock,10186378,United States,,447991,Health Care,Biotechnology: Pharmaceutical Preparations
SELF,Global Self Storage Inc. Common Stock,47134763,United States,,10158,Real Estate,Real Estate Investment Trusts
SEPA,SEP Acquisition Corp Class A Common Stock,0,United States,2021,404,Finance,Blank Checks
SEPAW,SEP Acquisition Corp Warrants,0,United States,2021,10625,Finance,Blank Checks
SF^B,Stifel Financial Corporation Depositary Shares Each Representing 1/1000th  Interest in a Share of 6.25% Non-Cumulative  Preferred Stock Series B,,United States,,4261,,
SF^C,Stifel Financial Corporation Depositary Shares Each Representing 1/1000th Interest in a Share of 6.125% Non Cumulative Preferred Stock Series C,,United States,,10852,,
SF^D,Stifel Financial Corporation Depositary Shares Each Representing 1/1000th Interest in a Share of 4.50% Non-Cumulative Preferred Stock Series D,,United States,,64217,,
SGBX,Safe & Green Holdings Corp. Common Stock,4334969,United States,2017,91844,Consumer Discretionary,RETAIL: Building Materials
SGD,Safe and Green Development Corporation Common Stock,7534512,United States,,44529,,
SGLY,Singularity Future Technology Ltd. Common Stock,7990350,United States,2008,8656,Consumer Discretionary,Oil Refining/Marketing
SGMA,SigmaTron International Inc. Common Stock,20415865,United States,1994,19823,Technology,Electrical Products
SGRP,SPAR Group Inc. Common Stock,25100236,United States,,3239,Consumer Discretionary,Business Services
SHCRW,Sharecare Inc. Warrant,6414114,United States,2020,206,Technology,Computer Software: Prepackaged Software
SHFS,SHF Holdings Inc. Class A Common Stock,40820405,United States,2021,60095,Finance,Finance: Consumer Services
SHFSW,SHF Holdings Inc. Warrants,2846852,United States,2021,5411,Finance,Finance: Consumer Services
SHO^H,Sunstone Hotel Investors Inc. 6.125% Series H Cumulative Redeemable Preferred Stock,,United States,,2087,,
SHO^I,Sunstone Hotel Investors Inc. 5.70% Series I Cumulative Redeemable Preferred Stock,,United States,,3259,,
SHOTW,Safety Shot Inc. Warrant,14732580,United States,2020,4080,Health Care,Biotechnology: Pharmaceutical Preparations
SHPH,Shuttle Pharmaceuticals Holdings Inc. Common Stock,6254058,United States,2022,17004,Health Care,Biotechnology: Pharmaceutical Preparations
SHPW,Shapeways Holdings Inc. Common Stock,12833176,United States,,22791,Consumer Discretionary,Miscellaneous manufacturing industries
SHPWW,Shapeways Holdings Inc. Warrants,25537,United States,,24,Consumer Discretionary,Miscellaneous manufacturing industries
SIDU,Sidus Space Inc. Class A Common Stock,4052648,United States,2021,1437904,Telecommunications,Telecommunications Equipment
SIF,SIFCO Industries Inc. Common Stock,18911160,United States,1969,1709,Industrials,Office Equipment/Supplies/Services
SILO,Silo Pharma Inc. Common Stock,4818635,United States,,19884,Consumer Discretionary,Apparel
SINT,SiNtx Technologies Inc. Common Stock,556324,United States,2014,1663743,Health Care,Medical/Dental Instruments
SITC^A,SITE Centers Corp. 6.375% Class A Preferred Shares,,United States,,14523,,
SKGR,SK Growth Opportunities Corporation Class A Common Stock,0,United States,2022,46319,Finance,Blank Checks
SKGRU,SK Growth Opportunities Corporation Unit,0,United States,2022,11,Finance,Blank Checks
SKGRW,SK Growth Opportunities Corporation Warrant,0,United States,2022,110363,Finance,Blank Checks
SLAM,Slam Corp. Class A Ordinary Share,0,United States,2021,53954,Finance,Blank Checks
SLAMU,Slam Corp. Unit,0,United States,2021,700,Finance,Blank Checks
SLAMW,Slam Corp. warrant,0,United States,2021,4020,Finance,Blank Checks
SLDPW,Solid Power Inc. Warrant,35312906,United States,2021,9148,Energy,Electrical Products
SLE,Super League Enterprise Inc. Common Stock,10163995,United States,2019,31190,Consumer Discretionary,Services-Misc. Amusement & Recreation
SLG^I,SL Green Realty Corporation Preferred Series I,,United States,,9093,,
SLNH,Soluna Holdings Inc. Common Stock,6551837,United States,,300216,Technology,EDP Services
SLNHP,Soluna Holdings Inc 9.0% Series A Cumulative Perpetual Preferred Stock ,5151322,United States,,15549,Technology,EDP Services
SLRX,Salarius Pharmaceuticals Inc. Common Stock,2678134,United States,2015,25885,Health Care,Biotechnology: Pharmaceutical Preparations
SLS,SELLAS Life Sciences Group Inc. Common Stock,33665371,United States,,839676,Health Care,Biotechnology: Pharmaceutical Preparations
SMFL,Smart for Life Inc. Common Stock ,733251,United States,2023,440479,Health Care, Medicinal Chemicals and Botanical Products 
SMSI,Smith Micro Software Inc. Common Stock,29607177,United States,1995,233943,Technology,Computer Software: Prepackaged Software
SNAL,Snail Inc. Class A Common Stock,38115714,United States,2022,4136,Technology,Computer Software: Prepackaged Software
SNAX,Stryve Foods Inc. Class A Common Stock,3047690,United States,2019,73193,Consumer Staples,Packaged Foods
SNAXW,Stryve Foods Inc. Warrant,18238,United States,2019,1886,Consumer Staples,Packaged Foods
SNCE,Science 37 Holdings Inc. Common Stock,34266996,United States,2020,118914,Technology,Computer Software: Prepackaged Software
SNES,SenesTech Inc. Common Stock,4526762,United States,2016,39989,Industrials,Agricultural Chemicals
SNGX,Soligenix Inc. Common Stock,8506004,United States,,119832,Health Care,Biotechnology: Pharmaceutical Preparations
SNOA,Sonoma Pharmaceuticals Inc. Common Stock,2450367,United States,2007,753721,Health Care,Biotechnology: Pharmaceutical Preparations
SNPX,Synaptogenix Inc. Common Stock,3921157,United States,,337004,Health Care, Medicinal Chemicals and Botanical Products 
SNSE,Sensei Biotherapeutics Inc. Common Stock,22563882,United States,2021,37557,Health Care,Biotechnology: Pharmaceutical Preparations
SNTI,Senti Biosciences Inc. Common Stock,17417168,United States,2021,62101,Health Care,Biotechnology: Pharmaceutical Preparations
SNV^D,Synovus Financial Corp. Fixed-to-Floating Rate Non-Cumulative Perpetual Preferred Stock Series D Liquation Preference $25.00 per Share,,United States,,7628,,
SNV^E,Synovus Financial Corp. 5.875% Fixed-Rate Reset Non-Cumulative Perpetual Preferred Stock Series E,,United States,,32638,,
SOBR,SOBR Safe Inc. Common Stock,11124888,United States,,17331,Consumer Discretionary,Newspapers/Magazines
SOHO,Sotherly Hotels Inc. Common Stock,27772495,United States,,45204,Real Estate,Real Estate Investment Trusts
SONDW,Sonder Holdings Inc. Warrants,111754,United States,2021,13056,Consumer Discretionary,Hotels/Resorts
SONM,Sonim Technologies Inc. Common Stock,29234174,United States,2019,24659,Utilities,Telecommunications Equipment
SONN,Sonnet BioTherapeutics Holdings Inc. Common Stock,5832080,United States,,29650,Health Care,Biotechnology: Pharmaceutical Preparations
SOPA,Society Pass Incorporated Common Stock,6056023,United States,2021,283313,Technology,EDP Services
SPE,Special Opportunities Fund Inc Common Stock,0,United States,,19481,Finance,Finance/Investors Services
SPE^C,Special Opportunities Fund Inc. 2.75% Convertible Preferred Stock Series C,,United States,,4750,,
SPEC,Spectaire Holdings Inc. Common Stock,9710335,United States,2021,27395,Industrials,Industrial Machinery/Components
SPECW,Spectaire Holdings Inc. Warrant,276431,United States,2021,1700,Industrials,Industrial Machinery/Components
SPG^J,Simon Property Group Inc. Simon Property Group 8 3/8% Series J Cumulative Redeemable Preferred Stock,,United States,,203,,
SPGC,Sacks Parente Golf Inc. Common Stock,9211454,United States,2023,8378,,
SPKL,Spark I Acquisition Corp. Class A Ordinary Share,0,United States,2023,429,,
SPKLU,Spark I Acquisition Corp. Unit,0,United States,2023,180,,
SPKLW,Spark I Acquisition Corp. Warrant,0,United States,2023,500,,
SPLP,Steel Partners Holdings LP LTD PARTNERSHIP UNIT,63085,United States,,1270,Industrials,Industrial Specialties
SPLP^A,Steel Partners Holdings LP 6.0% Series A Preferred Units no par value,,United States,,11108,,
SPXX,Nuveen S&P 500 Dynamic Overwrite Fund,0,United States,,56801,Finance,Trusts Except Educational Religious and Charitable
SQFT,Presidio Property Trust Inc. Class A Common Stock,13655141,United States,2020,70347,Real Estate,Real Estate Investment Trusts
SQFTW,Presidio Property Trust Inc. Series A Common Stock Purchase Warrants,853446,United States,,19799,Real Estate,Real Estate Investment Trusts
SR^A,Spire Inc. Depositary Shares each representing a 1/1000th interest in a share of 5.90% Series A Cumulative Redeemable Perpetual Preferred Stock,,United States,,5773,,
SRG^A,Seritage Growth Properties 7.00% Series A Cumulative Redeemable Preferred Shares of Beneficial Interest,,United States,,2630,,
SRM,SRM Entertainment Inc. Common Stock,10351430,United States,2023,37592,,
SRV,NXG Cushing Midstream Energy Fund Common Shares of Beneficial Interest,0,United States,,31015,Finance,Finance Companies
SRZN,Surrozen Inc. Common Stock,27546684,United States,,7579,Health Care, Medicinal Chemicals and Botanical Products 
SRZNW,Surrozen Inc. Warrant,97229,United States,,2802,Health Care, Medicinal Chemicals and Botanical Products 
SSKN,Strata Skin Sciences Inc. Common Stock,18821223,United States,2005,4784,Health Care,Medical/Dental Instruments
SSY,SunLink Health Systems Inc. Common Stock,5464916,United States,1996,1240,Health Care,Hospital/Nursing Management
STAF,Staffing 360 Solutions Inc. Common Stock (DE),2729548,United States,,26954,Consumer Discretionary,Professional Services
STEW,SRH Total Return Fund Inc. Common Stock,0,United States,,136206,Finance,Investment Managers
STI,Solidion Technology Inc. Common Stock,3886186,United States,2022,345761,Finance,Blank Checks
STIXW,Semantix Inc. Warrant,1473313,United States,,791,Technology,EDP Services
STK,Columbia Seligman Premium Technology Growth Fund Inc,0,United States,2009,51218,Finance,Investment Managers
STRCW,Sarcos Technology and Robotics Corporation Warrants,2097900,United States,,33561,Industrials,Wholesale Distributors
STRM,Streamline Health Solutions Inc. Common Stock,29673580,United States,,14943,Technology,EDP Services
STRR,Star Equity Holdings Inc. Common Stock,15004836,United States,2004,3512,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
STSS,Sharps Technology Inc. Common Stock,5892886,United States,2022,36789,Health Care,Medical/Dental Instruments
STSSW,Sharps Technology Inc. Warrant,1680190,United States,2022,1736,Finance,Investment Bankers/Brokers/Service
STT^D,State Street Corporation Depositary Shares representing 1/4000th Perpetual Preferred Series D,,United States,,45087,,
STT^G,State Street Corporation Depositary shares each representing a 1/4000th ownership interest in a share of Fixed-to-Floating Rate Non-Cumulative,,United States,,25374,,
SURGW,SurgePays Inc. Warrant,32867147,United States,,93820,Consumer Discretionary,Advertising
SVII,Spring Valley Acquisition Corp. II Class A Ordinary Shares,0,United States,2022,91,Finance,Blank Checks
SVIIR,Spring Valley Acquisition Corp. II Rights,0,United States,2022,9000,,
SVIIU,Spring Valley Acquisition Corp. II Unit,0,United States,2022,247,Finance,Blank Checks
SVIIW,Spring Valley Acquisition Corp. II Warrant,0,United States,2022,5123,Finance,Blank Checks
SVT,Servotronics Inc. Common Stock,33124720,United States,1970,132,Consumer Discretionary,Industrial Machinery/Components
SWAG,Stran & Company Inc. Common Stock,26559520,United States,2021,12301,Consumer Discretionary,Advertising
SWAGW,Stran & Company Inc. Warrant,1175677,United States,2021,1250,Consumer Discretionary,Advertising
SWSS,Clean Energy Special Situations Corp. Common stock,0,United States,2021,3,Finance,Blank Checks
SWSSU,Clean Energy Special Situations Corp. Unit,0,United States,2021,2886,Finance,Blank Checks
SWSSW,Clean Energy Special Situations Corp. Warrant,0,United States,2021,10000,Finance,Blank Checks
SWZ,Swiss Helvetia Fund Inc. (The) Common Stock,0,United States,,1032,Finance,Finance Companies
SXTP,60 Degrees Pharmaceuticals Inc. Common Stock,1768858,United States,2023,429017,Health Care,Biotechnology: Pharmaceutical Preparations
SXTPW,60 Degrees Pharmaceuticals Inc. Warrant,349712,United States,2023,143,Health Care,Biotechnology: Pharmaceutical Preparations
SYBX,Synlogic Inc. Common Stock,17000303,United States,2015,23639,Health Care,Biotechnology: Pharmaceutical Preparations
SYF^A,Synchrony Financial Depositary Shares each Representing a 1/40th Interest in a Share of 5.625% Fixed Rate Non-Cumulative Perpetual Preferred Stock Series A,,United States,,27513,,
SYF^B,Synchrony Financial Depositary Shares Each Representing a 1/40th Interest in a Share of 8.250% Fixed Rate Reset Non-Cumulative Perpetual Preferred Stock Series B,,United States,,492405,,
SYPR,Sypris Solutions Inc. Common Stock,40867461,United States,,18002,Industrials,Industrial Machinery/Components
SYRA,Syra Health Corp. Class A Common Stock,26172679,United States,2023,197708,Industrials,Other Specialty Stores
T^A,AT&T Inc. Depositary Shares each representing a 1/1000th interest in a share of 5.000% Perpetual Preferred Stock Series A,,United States,,84966,,
T^C,AT&T Inc. Depositary Shares each representing a 1/1000th interest in a share of 4.750% Perpetual Preferred Stock Series C,,United States,,111686,,
TAIT,Taitron Components Incorporated Class A Common Stock,19448411,United States,1995,9656,Technology,Electronic Components
TALKW,Talkspace Inc. Warrant,28406153,United States,2020,251906,Health Care,Medical/Nursing Services
TARA,Protara Therapeutics Inc.  Common Stock,42504737,United States,2014,117629,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
TBIO,Telesis Bio Inc. Common Stock,15531561,United States,2000,323870,Health Care,Medical Specialities
TBLT,ToughBuilt Industries Inc. Common Stock,2158123,United States,2018,116954,Consumer Discretionary,Industrial Machinery/Components
TBMC,Trailblazer Merger Corporation I Class A Common Stock,0,United States,2023,1573,Finance,Blank Checks
TCBS,Texas Community Bancshares Inc. Common Stock,43769137,United States,2021,1209,Finance,Banks
TCON,TRACON Pharmaceuticals Inc. Common Stock,5839563,United States,2015,1428342,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
TCRT,Alaunos Therapeutics Inc. Common Stock,33206534,United States,,105684,Health Care,Biotechnology: Pharmaceutical Preparations
TDF,Templeton Dragon Fund Inc. Common Stock,0,United States,,43437,Finance,Finance/Investors Services
TDS^U,Telephone and Data Systems Inc. Depositary Shares Each Representing a 1/1000th Interest in a 6.625% Series UU Cumulative Redeemable Perpetual Preferred Stock,,United States,,27102,,
TDS^V,Telephone and Data Systems Inc. Depositary Shares Each Representing a 1/1000th Interest in a 6.000% Series VV Cumulative Redeemable Perpetual Preferred Stock,,United States,,95273,,
TEI,Templeton Emerging Markets Income Fund Inc. Common Stock,0,United States,1993,143582,Finance,Finance Companies
TENK,TenX Keane Acquisition Ordinary Share,0,United States,2022,5600,Finance,Blank Checks
TENKR,TenX Keane Acquisition Right,0,United States,2022,600,Finance,Blank Checks
TENX,Tenax Therapeutics Inc. Common Stock,1384019,United States,,347069,Health Care,Biotechnology: Pharmaceutical Preparations
TFC^I,Truist Financial Corporation Depositary Shares,,United States,,4975,,
TFC^O,Truist Financial Corporation Depositary Shares Each Representing a 1/1000th Interest in a Share of Series O Non-Cumulative Perpetual Preferred Stock,,United States,,31051,,
TFC^R,Truist Financial Corporation Depositary Shares each representing 1/1000th interest in a share of Series R Non-Cumulative Perpetual Preferred Stock,,United States,,172587,,
TFFP,TFF Pharmaceuticals Inc. Common Stock,20389257,United States,2019,17192,Health Care,Biotechnology: Pharmaceutical Preparations
TGL,Treasure Global Inc. Common Stock,3871966,United States,2022,52013,Technology,Retail: Computer Software & Peripheral Equipment
TGVC,TG Venture Acquisition Corp. Class A Common Stock,0,United States,2021,203,Finance,Blank Checks
TGVCU,TG Venture Acquisition Corp. Units,0,United States,2021,4,Finance,Blank Checks
TGVCW,TG Venture Acquisition Corp. Warrants,0,United States,2021,18654,Finance,Blank Checks
THAR,Tharimmune Inc. Common Stock,4424684,United States,2022,209624,Health Care,Biotechnology: Pharmaceutical Preparations
THCP,Thunder Bridge Capital Partners IV Inc. Class A Common Stock,0,United States,2021,260,Industrials,Consumer Electronics/Appliances
THCPU,Thunder Bridge Capital Partners IV Inc. Unit,0,United States,2021,100,Industrials,Consumer Electronics/Appliances
THCPW,Thunder Bridge Capital Partners IV Inc. Warrant,0,United States,2021,709,Industrials,Consumer Electronics/Appliances
THMO,ThermoGenesis Holdings Inc. Common Stock,2477838,United States,,29576,Industrials,Medical Specialities
THQ,abrdn Healthcare Opportunities Fund Shares of Beneficial Interest,0,United States,2014,195286,Finance,Finance Companies
THW,abrdn World Healthcare Fund Shares of Beneficial Interest,0,United States,2015,159543,Finance,Finance Companies
THWWW,Target Hospitality Corp. Warrant expiring 3/15/2024,2033228,United States,2018,641,Consumer Discretionary,Hotels/Resorts
TISI,Team Inc. Common Stock,26472637,United States,,11215,Consumer Discretionary,Other Consumer Services
TIVC,Tivic Health Systems Inc. Common Stock,1832615,United States,2021,47964,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
TLF,Tandy Leather Factory Inc. Common Stock,37587461,United States,,557,Consumer Discretionary,Apparel
TLGY,TLGY Acquisition Corporation Class A Ordinary Share,0,United States,2022,838,Finance,Blank Checks
TLGYU,TLGY Acquisition Corporation Unit,0,United States,2021,6,Finance,Blank Checks
TLGYW,TLGY Acquisition Corporation Warrant,0,United States,2022,60309,Finance,Blank Checks
TLIS,Talis Biomedical Corporation Common Stock,14915038,United States,2021,3748,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
TLPH,Talphera Inc. Common Stock,21190336,United States,2011,46883,Health Care,Biotechnology: Pharmaceutical Preparations
TLSIW,TriSalus Life Sciences Inc. Warrant,27369348,United States,2021,11333,Health Care,Medical Specialities
TMTC,TMT Acquisition Corp Ordinary Shares,0,United States,2023,267861,Finance,Blank Checks
TMTCR,TMT Acquisition Corp Rights,5043500,United States,2023,39266,Finance,Blank Checks
TNON,Tenon Medical Inc. Common Stock,3088808,United States,2022,8317,Health Care,Medical Specialities
TNXP,Tonix Pharmaceuticals Holding Corp. Common Stock,21277097,United States,,1055244,Health Care,Biotechnology: Pharmaceutical Preparations
TOIIW,The Oncology Institute Inc. Warrant,21940321,United States,2020,16899,Health Care,Medical/Nursing Services
TOMZ,TOMI Environmental Solutions Inc. Common Stock,14570607,United States,,17341,Finance,Diversified Commercial Services
TOVX,Theriva Biologics Inc. Common Stock,8420830,United States,,31868,Health Care,Biotechnology: Pharmaceutical Preparations
TPCS,TechPrecision Corporation Common stock,43974934,United States,,6921,Industrials,Metal Fabrications
TPGXL,TPG Operating Group II L.P. 6.950% Fixed-Rate Junior Subordinated Notes due 2064,0,United States,,171605,,
TPZ,Tortoise Power and Energy Infrastructure Fund Inc Common Stock,0,United States,2009,8210,Finance,Investment Managers
