Ticker,Financial_currentPrice,Financial_totalCash,Financial_totalCashPerShare,Financial_ebitda,Financial_totalDebt,Financial_quickRatio,Financial_currentRatio,Financial_totalRevenue,Financial_debtToEquity,Financial_revenuePerShare,Financial_returnOnAssets,Financial_returnOnEquity,Financial_freeCashflow,Financial_ebitdaMargins,Financial_profitMargins,KeyStats_enterpriseValue,KeyStats_sharesOutstanding,KeyStats_heldPercentInsiders,KeyStats_priceToBook,KeyStats_enterpriseToEbitda,SharePurchase_period,SharePurchase_buyInfoCount,SharePurchase_buyInfoShares,SharePurchase_buyPercentInsiderShares,SharePurchase_sellInfoCount,SharePurchase_sellInfoShares,SharePurchase_sellPercentInsiderShares,SharePurchase_netInfoCount,SharePurchase_netInfoShares,SharePurchase_netPercentInsiderShares,SharePurchase_totalInsiderShares
EVTV,2.74,879042,0.058,-7306805,489521,1.539,8.354,4635634,2.058,0.308,-0.09575,-1.01711,-860536,-1.57623,0.0,41001160,15106100,0.17238002,1.7407879,-5.611,6m,0,0,,0,,,0,0,,2603987
EVV,9.92,14746166,0.127,,333333376,0.065,0.084,128526624,23.762,1.106,0.03498,0.095690005,113589264,0.0,1.04671,1687536128,116203000,0.0,0.9714062,,6m,0,0,,0,,,0,0,,0
EXG,7.98,,,,,,,,,,,,,0.0,0.0,,306286016,0.0,,,6m,0,0,,0,,,0,0,,0
EXPR,2.23,34643000,9.247,-106479000,881558016,0.113,0.977,1786996992,595.828,489.514,-0.076290004,3.0958,-158744128,-0.05959,0.10009,855269184,3746260,0.16125,0.056459982,-8.032,6m,0,0,,0,,,0,0,,604084
EZFL,1.77,405230,0.093,-8037241,5085096,0.322,0.423,22384496,3698.09,6.489,-0.51338,-2.23707,-4055076,-0.35904998,-0.5957,12364376,4516530,0.58985,49.166668,-1.538,6m,0,0,,0,,,0,0,,2560852
F^B
F^C
F^D
FAM,6.31,772007,0.076,,16600000,0.172,0.179,5652128,23.946,0.557,0.02898,0.10497,3190841,0.0,1.27692,79831880,10143200,0.0,0.9233245,,6m,0,0,,0,,,0,0,,0
FAX,2.69,8116177,0.033,,326000000,1.863,3.215,70606344,46.516,0.285,0.03598,0.10896,26527392,0.0,1.08549,984185472,247696000,0.0,0.95086604,,6m,0,0,,0,,,0,0,,0
FAZE,0.179,16623000,0.214,-53247000,1581000,1.648,1.918,58149000,7.126,0.888,-0.56719,-1.31656,-5688875,-0.9157,-0.94015,-1169288,77391904,0.28879,0.62152785,0.022,6m,0,0,,0,,,0,0,,22381566
FAZEW,0.016,16623000,0.214,-53247000,1581000,1.648,1.918,58149000,7.126,0.888,-0.56719,-1.31656,-5688875,-0.9157,-0.94015,,,,,,6m,0,0,,0,,,0,0,,0
FBIO,2.27,72307000,8.086,-186364000,73945000,0.827,1.005,61971000,,8.938,-0.50943,-4.14521,-89333376,0.0,-1.26359,-7975955,18376800,0.28083,1.2171582,0.043,6m,85,25902664,0.0,9,314942,0.0,94,25587722,-1.109,2511392
FBRT^E
FBRX,0.713,46185000,1.271,-31032000,0,6.182,6.305,,,,-0.41723,-0.73234004,-11299500,0.0,0.0,-20278070,36335100,0.108459994,0.6400359,0.653,6m,0,0,,0,,,0,0,,3940905
FCO,5.55,479634,0.036,,20350000,3.743,6.302,4779273,40.596,0.357,0.03423,0.106479995,1120248,0.0,1.04611,94196408,13392100,0.0,1.4827678,,6m,0,0,,0,,,0,0,,0
FCT,10.13,5801610,0.223,,68000000,0.137,0.137,29161416,23.555,1.122,0.04401,0.10115,9735099,0.0,0.99789,325410112,25983400,0.0853,0.9117912,,6m,0,0,,0,,,0,0,,2216383
FCUV,0.389,1447852,0.023,-4246960,1206995,1.157,1.448,841012,24.865,0.014,-0.31827,-0.61864,-3774072,0.0,0.0,24514628,64821800,0.57469004,5.118421,-5.772,6m,0,0,,0,,,0,0,,36572572
FEMY,2.13,8692435,0.402,-12532826,2862522,4.022,4.675,1093103,27.409,0.084,-0.46793,-0.89495003,-6685179,0.0,0.0,40283784,21649600,0.077989995,3.2618685,-3.214,6m,0,0,,0,,,0,0,,1688454
FEN,15.43,,,,77200000,0.272,0.276,7818342,27.047,0.402,0.00546,-0.0352,4069824,0.0,-1.3613,330423008,19463700,0.0,1.0522368,,6m,0,0,,0,,,0,0,,0
FEXD,10.8321,1025,0.0,,706957,0.0,0.011,,,,-0.02971,,661022,0.0,0.0,75496200,4029500,0.0062,,,6m,0,0,,0,,,0,0,,42807
FEXDR,0.0892,1025,0.0,,706957,0.0,0.011,,,,-0.02971,,661022,0.0,0.0,,,,8.92,,6m,0,0,,0,,,0,0,,0
FEXDU,10.82,1025,0.0,,706957,0.0,0.011,,,,-0.02971,,661022,0.0,0.0,75412656,,0.0,,,6m,0,0,,0,,,0,0,,0
FEXDW,0.02,1025,0.0,,706957,0.0,0.011,,,,-0.02971,,661022,0.0,0.0,,,,2.0,,6m,0,0,,0,,,0,0,,0
FFA,18.57,10852072,0.543,,0,1.811,1.813,6960175,,0.348,0.0053,0.14897999,,0.0,7.49079,360326656,19988100,0.0,1.0212836,,6m,0,0,,0,,,0,0,,0
FFC,14.66,,,,502000000,3.481,3.575,85516224,68.647,1.775,0.03896,0.0089300005,31964178,0.0,0.07864,,48177900,0.0,0.96580803,,6m,0,0,,0,,,0,0,,0
FFIE,0.1751,6714000,0.351,-253859008,134744000,0.035,0.666,551000,51.468,0.13,-0.31464002,-1.9489701,-184755376,0.0,0.0,131381200,42406100,0.12537,0.007259837,-0.518,6m,0,0,,0,,,0,0,,2399428
FFIEW
FGB,3.63,,,,,,,,,,,,,0.0,0.0,,14367600,0.0,,,6m,0,0,,0,,,0,0,,0
FGF,1.32,3472000,0.176,935000,11697000,0.606,0.867,51021000,30.555,2.615,-0.02044,-0.27177,5130125,0.01833,-0.21832001,36356804,28369100,0.09836,0.7185629,38.884,6m,0,0,,0,,,0,0,,1938497
FGI,1.5063,5369947,0.565,2234143,23349968,0.736,1.577,118075016,100.71,12.428,0.01977,0.03687,4151684,0.018919999,0.00764,32223828,9500000,0.72931,0.61531866,14.423,6m,0,0,,0,,,0,0,,6928445
FGIWW,0.1524,5369947,0.565,2234143,23349968,0.736,1.577,118075016,100.71,12.428,0.01977,0.03687,4151684,0.018919999,0.00764,,,,,,6m,0,0,,0,,,0,0,,0
FHLTW,0.04,257844,0.039,,0,0.204,0.239,,,,-0.0056,,-412575,0.0,0.0,,,,,,6m,0,0,,0,,,0,0,,0
FHN^B
FHN^C
FHN^D
FHN^E
FHN^F
FIAC,11.04,213335,0.019,,1025000,0.031,0.038,,,,-0.01986,,2192698,0.0,0.0,127250480,5702790,0.74432,,,6m,0,0,,0,,,0,0,,8524541
FIACW,0.043,213335,0.019,,1025000,0.031,0.038,,,,-0.01986,,2192698,0.0,0.0,,,,8.6,,6m,0,0,,0,,,0,0,,0
FIF,16.95,,,,,,,,,,,,,0.0,0.0,,15666000,0.0,,,6m,0,0,,0,,,0,0,,0
FKWL,2.85,32749752,2.779,-1496399,0,3.574,3.689,47359256,,4.019,-0.02923,-0.05957,659505,-0.031600002,-0.05025,2358864,11784300,0.22183001,0.8812616,-1.576,6m,0,0,,0,,,0,0,,2614107
FLC,15.04,,,,118500000,3.152,3.325,20139236,69.423,1.926,0.03756,0.01201,7135803,0.0,0.10457,,10456800,0.0,0.92134285,,6m,0,0,,0,,,0,0,,0
FLFV,10.9,110855,0.014,,1572500,0.065,0.11,,,,,,,0.0,0.0,88510328,5043490,0.0864,,,6m,0,0,,0,,,0,0,,690000
FLFVR,0.085,110855,0.014,,1572500,0.065,0.11,,,,,,,0.0,0.0,,,,8.5,,6m,0,0,,0,,,0,0,,0
FLNT,0.533,15804000,0.194,6151000,34483000,0.968,1.05,298399008,100.23,3.612,-0.019960001,-0.98502,7191375,0.020610001,-0.21186,62015268,85967104,0.46278998,1.2600472,10.082,6m,0,0,,0,,,0,0,,37627752
FMY,11.64,,,,2813,0.044,0.077,3886152,0.006,0.922,0.03507,0.026600001,,0.0,0.34331,,4213120,0.0,0.9927505,,6m,0,0,,0,,,0,0,,0
FNCH,2.5,28779000,17.922,-53946000,30772000,5.899,6.132,115000,119.211,0.072,-0.28707,-1.3460801,-33155750,0.0,0.0,6007407,1605760,0.53481,0.15544364,-0.111,6m,0,0,,0,,,0,0,,858778
FORD,0.65,3026786,0.301,227066,3999279,0.846,0.928,34087576,172.915,3.388,-0.00303,-0.03211,4743642,0.00666,-0.10739,7512263,10061200,0.3105,2.8260868,33.084,6m,0,0,,0,,,0,0,,3123998
FORL,10.635,4552,0.001,,95000,0.005,0.137,,11.17,,,,,0.0,0.0,72732392,5475210,0.05717,85.08,,6m,0,0,,0,,,0,0,,390497
FORLU,10.63,4552,0.001,,95000,0.005,0.137,,11.17,,,,,0.0,0.0,72698240,,0.0,85.04,,6m,0,0,,0,,,0,0,,0
FORLW
FPAY,1.19,5732483,0.265,11107330,108365904,5.985,13.363,108115592,378.878,4.972,0.040359996,0.12832,-14740681,0.102740005,0.030669998,151202400,21651500,0.42348,4.4402986,13.613,6m,0,0,,0,,,0,0,,9168989
FPF,17.44,,,,,,,,,,,,,0.0,0.0,,60847800,1.0000001e-05,,,6m,0,0,,0,,,0,0,,0
FRBA,13.1,215176992,8.618,,268044992,,,95858000,,4.369,0.00659,0.06328,,0.0,0.218,379950400,24968100,0.07023,0.881858,,6m,9,46250,0.027,2,15333,0.009,11,30917,0.018,1753511
FREEW,0.06,24249000,0.566,40309000,452527008,0.987,3.361,538646016,182.708,12.743,0.01085,-0.32352,34564248,0.074829996,-0.16899,,,,,,6m,0,0,,0,,,0,0,,0
FRGT,1.47,1838000,0.03,-7425720,3120000,1.266,1.54,19679436,102.801,31.349,-0.38138,-2.94692,-2161147,-0.37733,-0.41374,90160672,2442920,0.00122,29.4,-12.142,6m,0,0,,0,,,0,0,,73763
FRLAW,0.0423,111745,0.018,,4009735,0.023,0.062,,,,-0.01554,,-528967,0.0,0.0,,,,14.1,,6m,0,0,,0,,,0,0,,0
FRT^C
FRZA,0.5532,15335340,2.359,-249507,171485,3.214,3.349,,1.002,,,,,0.0,0.0,-11568055,15762800,0.45041,2.1195402,46.364,6m,0,0,,0,,,0,0,,2927665
FSEA,8.75,7773000,1.652,,70647000,,,13621000,,2.902,-0.0047999998,-0.04508,,0.0,-0.19028999,104045216,5077620,0.10889,0.61210215,,6m,0,0,,0,,,0,0,,512358
FTAIM,25.43,90756000,0.905,541990016,2517342976,1.151,3.097,1170896000,1431.26,11.72,0.082720004,2.49704,-141919504,0.46288,0.20823,4976533504,,0.0,14.548055,9.182,6m,0,0,,0,,,0,0,,0
FTEK,1.16,28285000,0.931,-1711000,451000,6.625,6.877,27757000,1.023,0.915,-0.02634,-0.03151,-1015750,-0.06164,-0.05047,7412944,30385300,0.22368,0.80110496,-4.333,6m,0,0,,0,,,0,0,,6796583
FTHM,2.62,6703000,0.369,-21403000,16245000,0.716,1.431,354592000,29.111,22.178,-0.18146999,-0.40971002,-382625,-0.06036,-0.071890004,57160404,20625000,0.40386,0.8534202,-2.671,6m,6,757855,0.1,3,1015486,0.134,9,-257631,-0.034,7340141
FTII,11.1,5496,0.001,,3335928,0.001,0.155,,,,,,,0.0,0.0,96918416,6191420,0.42997003,,,6m,0,0,,0,,,0,0,,3625227
FTIIW,0.025,5496,0.001,,3335928,0.001,0.155,,,,,,,0.0,0.0,,,,2.5,,6m,0,0,,0,,,0,0,,0
FUV,0.49,232827,0.025,-30422822,15091234,0.02,0.461,6607872,131.678,1.019,-0.36868998,-2.0089102,6571440,0.0,0.0,23786194,9451020,0.14167,0.6109726,-0.782,6m,0,0,,0,,,0,0,,1338925
FWBI,7.81,3292327,4.878,-13927604,231292,1.326,1.602,,7.054,,-1.65011,-31.39912,-11556311,0.0,0.0,2210707,1561000,0.089779995,1.603367,-0.159,6m,74,3532786,0.0,11,181415,0.0,85,3351371,-1.018,60601
GAB^G
GAB^H
GAB^K
GAM^B
GAMC,10.67,80462,0.009,,1426030,0.028,0.059,,,,,,,0.0,0.0,100448328,9147980,0.0,,,6m,0,0,,0,,,0,0,,0
GAMCU,10.63,80462,0.009,,1426030,0.028,0.059,,,,,,,0.0,0.0,100076808,,0.0,,,6m,0,0,,0,,,0,0,,0
GAMCW,0.138,80462,0.009,,1426030,0.028,0.059,,,,,,,0.0,0.0,,,,,,6m,0,0,,0,,,0,0,,0
GATE,10.44,50300,0.004,,1825000,0.098,0.438,,,,-0.022449998,,-3386442,0.0,0.0,126719808,5676060,0.0,,,6m,0,0,,0,,,0,0,,0
GATEW,0.0299,50300,0.004,,1825000,0.098,0.438,,,,-0.022449998,,-3386442,0.0,0.0,,,,,,6m,0,0,,0,,,0,0,,0
GBBK,10.74,497953,0.069,,0,0.939,1.474,,,,-0.00777,48.085308,-231646,0.0,0.0,76742840,7191880,0.59963,,,6m,0,0,,0,,,0,0,,4312467
GBBKR,0.0599,497953,0.069,,0,0.939,1.474,,,,-0.00777,48.085308,-231646,0.0,0.0,,,,,,6m,0,0,,0,,,0,0,,0
GBBKW,0.0125,497953,0.069,,0,0.939,1.474,,,,-0.00777,48.085308,-231646,0.0,0.0,,,,4.1666665,,6m,0,0,,0,,,0,0,,0
GBNY,10.5,8774000,3.924,,24602000,,,11091000,,4.993,-0.00234,-0.0252,,0.0,-0.0825,39304836,2235890,0.20135,0.6716561,,6m,0,0,,0,,,0,0,,450196
GBR,1.015,460000,0.09,-175000,0,7.188,7.563,172000,,0.034,-0.025320001,0.0063300002,3467500,-1.0174401,0.16860001,4749913,5131930,0.27181,1.1340783,-27.142,6m,0,0,,0,,,0,0,,1394911
GDL,7.9099,,,,,,,,,,,,,0.0,0.0,,12314400,0.22333,,,6m,2,620,,0,,,2,620,-1.0,0
GDL^C
GDO,12.43,,,,,,,,,,,,,0.0,0.0,,14949200,0.0,,,6m,0,0,,0,,,0,0,,0
GDST,10.9,6117,0.001,,1468000,0.091,0.091,,,,-0.01258,,82952,0.0,0.0,75992936,6837710,0.21395999,,,6m,0,0,,0,,,0,0,,1462996
GDSTR,0.11,6117,0.001,,1468000,0.091,0.091,,,,-0.01258,,82952,0.0,0.0,,,,,,6m,0,0,,0,,,0,0,,0
GDSTW,0.0101,6117,0.001,,1468000,0.091,0.091,,,,-0.01258,,82952,0.0,0.0,,,,1.442857,,6m,0,0,,0,,,0,0,,0
GDV^H
GDV^K
GECCM
GECCZ
GF,8.48,144289,0.008,,0,0.099,1.023,3780227,,0.221,0.00457,0.11769,,0.0,5.3888597,144900160,17104300,0.00104,0.8023464,,6m,1,1000,0.055,1,1262,0.07,2,-262,-0.0139999995,17788
GGN,3.75,10843980,0.07,,0,0.575,0.575,22497746,,0.146,0.01312,0.16333,,0.0,4.80624,652529664,154158000,5e-05,0.96302,,6m,0,0,,0,,,0,0,,7707
GGN^B
GGT^E
GGT^G
GHIX,10.53,18238,0.0,,600000,0.007,0.115,,,,-0.0021,,1716265,0.0,0.0,691612992,52500000,0.01244,,,6m,0,0,,0,,,0,0,,816375
GHIXW,0.24,18238,0.0,,600000,0.007,0.115,,,,-0.0021,,1716265,0.0,0.0,,,,,,6m,0,0,,0,,,0,0,,0
GHSI,7.95,7657309,6.005,-4216241,0,6.582,8.968,12039085,,9.532,-0.13785,-0.74397004,-3097816,-0.35021,-1.05661,2480833,1275240,0.22458,1.3164431,-0.588,6m,0,0,,0,,,0,0,,286392
GHY,11.68,,,,,,,,,,,,,0.0,0.0,,40923900,0.0,,,6m,0,0,,0,,,0,0,,0
GIPR,3.44,4338172,1.656,1316664,70768680,2.341,2.506,5907404,193.365,2.3,-0.00858,-0.14733,2051520,0.22288,-0.81496,105920048,5419590,0.1145,1.4719727,80.446,6m,0,0,,0,,,0,0,,299933
GIPRW,0.3715,4338172,1.656,1316664,70768680,2.341,2.506,5907404,193.365,2.3,-0.00858,-0.14733,2051520,0.22288,-0.81496,,,,0.39353812,,6m,0,0,,0,,,0,0,,0
GJH
GJO
GJP
GJT
GL^D
GLBZ,6.4,15241000,5.287,,30000000,,,13139000,,4.572,0.0039,0.08078,,0.0,0.10876001,33207812,2882630,0.20581,0.954654,,6m,0,0,,0,,,0,0,,593273
GLLI,10.87,137073,0.055,,1850376,0.043,0.062,,,,-0.00836,,174888,0.0,0.0,28888304,8188300,0.34989,1087.0,,6m,0,0,,0,,,0,0,,874725
GLLIU,10.85,137073,0.055,,1850376,0.043,0.062,,,,-0.00836,,174888,0.0,0.0,28838304,,0.0,1085.0001,,6m,0,0,,0,,,0,0,,0
GLLIW,0.0228,137073,0.055,,1850376,0.043,0.062,,,,-0.00836,,174888,0.0,0.0,,,,2.28,,6m,0,0,,0,,,0,0,,0
GLO,4.98,58594,0.001,,52000000,0.18,1.07,9540002,23.351,0.223,0.0050700004,-0.06201,8190830,0.0,-1.6024499,265414688,42866100,0.00018999999,0.95861405,,6m,0,0,,0,,,0,0,,8144
GLP^A
GLP^B
GLQ,6.37,32029,0.002,,29000000,0.177,1.079,4945802,23.865,0.263,0.00483,-0.06537,5786038,0.0,-1.78036,148978272,18839900,0.00072999997,0.9875969,,6m,0,0,,0,,,0,0,,13753
GLST,10.67,2417380,0.3,,1615094,0.693,0.728,,,,-0.01587,,97489,0.0,0.0,85210280,5761160,0.07758,,,6m,0,0,,0,,,0,0,,625384
GLSTR
GLSTW,0.0199,2417380,0.3,,1615094,0.693,0.728,,,,-0.01587,,97489,0.0,0.0,,,,1.8090909,,6m,0,0,,0,,,0,0,,0
GLU^B
GMFI,11.01,4,0.0,,722803,0.0,5.102,,,,-0.01048,,85897760,0.0,0.0,71126280,3519500,0.29561,,,6m,0,0,,0,,,0,0,,1890279
GMFIU,10.99,4,0.0,,722803,0.0,5.102,,,,-0.01048,,85897760,0.0,0.0,70998384,,0.0,,,6m,0,0,,0,,,0,0,,0
GMFIW,0.0582,4,0.0,,722803,0.0,5.102,,,,-0.01048,,85897760,0.0,0.0,,,,5.82,,6m,0,0,,0,,,0,0,,0
GMRE^A
GNL^A
GNL^B
GNL^D
GNL^E
GNLN,0.4586,2443000,0.654,-26315000,9242000,0.197,1.183,77339000,59.97,30.753,-0.16569,-0.67753,7830000,-0.34026,-0.50934,8502513,3734210,0.00975,0.102549195,-0.323,6m,0,0,,0,,,0,0,,36408
GNPX,4.12,11711319,7.882,-31650372,0,2.7,2.964,,,,-0.84966004,-1.5808799,-12466432,0.0,0.0,-5589530,1485870,0.0109399995,0.4974644,0.177,6m,0,0,,0,,,0,0,,16255
GNT^A
GODN,10.61,,,,0,,34.158,,,,,,,0.0,0.0,,8932000,0.2275,,,6m,0,0,,0,,,0,0,,2032030
GODNR,0.26,,,,0,,34.158,,,,,,,0.0,0.0,,,,,,6m,0,0,,0,,,0,0,,0
GODNU,10.75,,,,0,,34.158,,,,,,,0.0,0.0,,,0.03437,,,6m,0,0,,0,,,0,0,,306992
GOF,14.38,,,,,,,,,,,,,0.0,0.0,,129852000,0.0,,,6m,1,100,,1,100,,2,0,,0
GORO,0.2636,6706000,0.076,11836000,0,1.001,1.914,108961000,,1.232,-0.04874,-0.15099,2760750,0.10863,-0.14907,16673748,88694000,0.0073400005,0.2185738,1.409,6m,0,0,,0,,,0,0,,651014
GOVX,2.15,6453000,3.258,-26673724,0,,,,,,-0.82274,-1.6047301,,0.0,0.0,-2194802,2172270,0.01689,0.73883164,0.082,6m,0,0,,0,,,0,0,,33451
GOVXW,0.0262,6453000,3.258,-26673724,0,,,,,,-0.82274,-1.6047301,,0.0,0.0,,,,,,6m,0,0,,0,,,0,0,,0
GPAC,11.0624,1000,0.0,,2564000,0.0,0.021,,,,-0.00704,,-3442750,0.0,0.0,129025248,1794580,0.0,,,6m,0,0,,0,,,0,0,,0
GPAK,0.2771,71481,0.003,,360450,0.191,0.783,,,,,,,0.0,0.0,7376525,25579300,0.25448,,,6m,0,0,,0,,,0,0,,6509425
GPMT^A
GRBK^A
GRDIW,0.1,629000,0.059,-11550000,56893000,0.071,0.187,19290000,,1.811,,,,-0.59876,0.0,,,,,,6m,0,0,,0,,,0,0,,0
GREE,3.71,10687000,1.452,-15341000,89450000,0.379,0.62,66759000,,11.37,-0.1232,-13.71163,2453000,-0.2298,-2.57691,106070504,6773040,0.02814,,-6.914,6m,8,223985,0.0,1,5646,0.0,9,218339,-19.532,207124
GRF,9.3002,,,,0,11.755,12.232,706234,,0.178,0.0025799999,0.13588001,,0.0,7.63907,,3967840,0.13475001,0.881118,,6m,4,12023,0.023,1,5000,0.009,5,7023,0.012999999,534665
GRI,0.81,3488000,7.521,-10774000,28000,1.602,2.006,,1.257,,-2.92499,,-6234000,0.0,0.0,-3084350,976186,0.17749001,0.15361275,0.286,6m,0,0,,0,,,0,0,,82313
GROM,0.7409,2469293,1.255,-7146706,1043365,1.133,1.368,4697214,5.612,12.262,-0.17813,-0.68531996,-3293022,-1.52148,-2.98928,1905674,1970400,0.00071000005,0.066027984,-0.267,6m,0,0,,0,,,0,0,,1397
GROMW,2.95,2469293,1.255,-7146706,1043365,1.133,1.368,4697214,5.612,12.262,-0.17813,-0.68531996,-3293022,-1.52148,-2.98928,,,,,,6m,0,0,,0,,,0,0,,0
GROW,2.59,37558000,2.658,1685000,54000,18.191,18.778,12885000,0.105,0.897,0.016590001,0.06361,720750,0.13077,0.25627002,-367699,12059000,0.053579997,0.7218506,-0.218,6m,0,0,,0,,,0,0,,756952
GRTX,0.245,28364000,0.521,-54890000,151630000,2.246,2.474,,,,-0.77634,,-36748624,0.0,0.0,136592080,54392200,0.20162001,,-2.488,6m,0,0,,0,,,0,0,,10966550
GRYP,1.95,1566000,0.108,2094000,10072000,0.149,0.287,19974000,99.3,1.373,,,,0.10484,-1.08366,36740800,38733600,0.36218,,17.546,6m,43,2412747,0.77,5,300275,0.096,48,2112472,0.675,5244143
GS^A
GS^C
GS^D
GS^K
GTAC,11.19,147000,0.021,,0,1.246,1.398,,,,-0.0052,,-406625,0.0,0.0,79190056,3390000,0.0,,,6m,0,0,,0,,,0,0,,0
GTBP,4.3,16014000,11.599,,92000,3.146,3.154,,0.92,,-0.54361,-0.78732,-10233375,0.0,0.0,-9984282,1380630,0.104169995,0.5934309,,6m,16,24333426,0.0,8,8936008,0.0,24,15397418,-1.0090001,143820
GTIM,2.6,3515000,0.314,5788000,48354000,0.313,0.451,137860000,150.72,11.878,0.014479999,0.37675998,3148250,0.04198,0.0773,74401072,11190400,0.24080999,0.9282398,12.854,6m,0,0,,0,,,0,0,,2694763
GTLS^B
GUG,14.64,,,,,,,,,,,,,0.0,0.0,,32980100,0.0,,,6m,15,11473,,0,,,15,11473,-1.0,0
GUT^C
GUTS,9.3,44500000,21.24,-48939000,55511000,5.302,5.575,113000,,0.055,,,,0.0,0.0,331312704,47607200,0.043169998,,-6.77,6m,0,0,,0,,,0,0,,90446
GVP,1.82,2041000,0.783,-4711000,2928000,0.794,0.853,45642000,50.06,19.402,-0.1351,-0.94918996,2648875,-0.10321999,-0.17499,5632178,2858510,0.10426,0.7741387,-1.196,6m,150,5594923,0.0,6,914647,0.0,156,4680276,-1.0619999,271830
GWAV,0.6499,1449340,0.088,-6362319,37464424,0.103,0.137,32647456,,2.97,-0.16406,-2.6989899,-4745837,-0.19488001,-0.91700995,46775536,16557100,0.21759,,-7.352,6m,0,0,,0,,,0,0,,3602655
GXAI,0.5016,4335865,0.361,-3446800,0,21.518,21.913,,,,,,,0.0,0.0,1682667,,0.22822,,-0.488,6m,0,0,,0,,,0,0,,2738336
GYRO,8.0,8012484,5.404,-3080835,17936960,,,2738019,69.24,1.847,,,,-1.12521,-1.37054,36118776,1574310,0.18825,0.23163565,-11.724,6m,0,0,,0,,,0,0,,279114
HBANL,24.15,10840999936,7.485,,14131999744,,,6944999936,,4.801,0.01059,0.10606,,0.0,0.28092,40707551232,,0.0,2.062516,,6m,0,0,,0,,,0,0,,0
HCMA,5.0,79103,0.006,,1256675,0.015,0.032,,,,-0.017690001,,517002,0.0,0.0,71887104,14066900,0.85496,,,6m,0,0,,0,,,0,0,,12090764
HCMAW,0.07,79103,0.006,,1256675,0.015,0.032,,,,-0.017690001,,517002,0.0,0.0,,,,70.0,,6m,0,0,,0,,,0,0,,0
HCTI,1.9,75000,0.018,-7791000,3479000,0.623,0.714,37435000,56.781,9.034,-0.35243,-1.00152,-959875,-0.20812,-0.31708,11531387,4308820,0.62614,1.3268156,-1.48,6m,0,0,,0,,,0,0,,2678359
HCVI,10.395,3000,0.0,,200000,0.0,0.941,,,,-0.00957,,1407000,0.0,0.0,386496864,25797800,0.0,,,6m,0,0,,0,,,0,0,,0
HCVIU,10.41,3000,0.0,,200000,0.0,0.941,,,,-0.00957,,1407000,0.0,0.0,387054272,,0.0,,,6m,0,0,,0,,,0,0,,0
HCVIW,0.0701,3000,0.0,,200000,0.0,0.941,,,,-0.00957,,1407000,0.0,0.0,,,,35.05,,6m,0,0,,0,,,0,0,,0
HEI/A
HEPA,2.6,19284080,4.446,-47738828,241543,3.012,3.322,,1.495,,-0.6311,-1.18481,-23901540,0.0,0.0,-6069436,4337680,0.00387,0.6900212,0.127,6m,0,0,,0,,,0,0,,16786
HEQ,10.26,,,,,,,,,,,,,0.0,0.0,,12151200,0.00107,,,6m,1,1153,,0,,,1,1153,-1.0,0
HFBL,12.75,8668000,2.851,,15914000,,,22410000,,7.482,0.00738,0.08971,,0.0,0.20271999,46006000,3143790,0.4304,0.7369516,,6m,0,0,,0,,,0,0,,1308416
HFRO,6.4,,,,,,,,,,,,,0.0,0.0,,68202496,1.0000001e-05,,,6m,0,0,,0,,,0,0,,0
HFRO^A
HGAS,2.0,527,0.0,,83950,20.292,20.292,,,,,,,0.0,0.0,10939935,5428260,0.79445,,,6m,0,0,,0,,,0,0,,4312478
HGASW,0.04,527,0.0,,83950,20.292,20.292,,,,,,,0.0,0.0,,,,,,6m,0,0,,0,,,0,0,,0
HIE,10.7,,,,,,,,,,,,,0.0,0.0,,18690700,5e-05,,,6m,0,0,,1,543257,1.0,1,-543257,-1.0,0
HIG^G
HIO,3.88,297386,0.003,,0,1.37,1.37,37314892,,0.392,0.051599998,0.0706,,0.0,0.7533,368687584,95099200,0.0,0.9344894,,6m,0,0,,0,,,0,0,,0
HIX,4.47,321942,0.005,,127655088,0.082,0.086,43201072,43.041,0.642,0.05174,0.02083,16094962,0.0,0.1481,428039680,67526200,0.0,1.0138353,,6m,0,0,,0,,,0,0,,0
HL^B
HLTH,0.2499,111454000,0.721,-205878000,49716000,1.936,3.291,198915008,12.786,1.312,-0.23638001,-0.52419,-56523248,-1.035,-1.2896899,-23095448,154632000,0.13196,0.09936381,0.112,6m,0,0,,0,,,0,0,,20405248
HLXB
HNNAZ
HNW,11.44,108277,0.013,,43329076,0.077,0.077,13069532,45.07,1.568,0.051119998,0.1041,6128426,0.0,0.7619,138570448,8334760,0.0,0.9917642,,6m,0,0,,0,,,0,0,,0
HOFV,3.36,10058380,1.563,-29185198,267686544,0.169,0.302,21052824,185.675,3.746,-0.06087,-0.38377,-65565904,-1.3862801,0.0,278302208,6435200,0.34252998,0.1313937,-9.536,6m,16,185052,0.092,1,75,0.0,17,184977,0.092,2204248
HOFVW,0.009,10058380,1.563,-29185198,267686544,0.169,0.302,21052824,185.675,3.746,-0.06087,-0.38377,-65565904,-1.3862801,0.0,,,,,,6m,0,0,,0,,,0,0,,0
HOLO,6.66,136273120,26.819,-212336656,3401036,2.533,2.686,371653024,1.99,73.143,-0.57193,-1.3275399,-103004376,-0.57133,-0.57255,-99088288,5941210,0.69107,0.19790211,0.467,6m,0,0,,0,,,0,0,,3511467
HOLOW,0.11,136273120,26.819,-212336656,3401036,2.533,2.686,371653024,1.99,73.143,-0.57193,-1.3275399,-103004376,-0.57133,-0.57255,,,,0.12925969,,6m,0,0,,0,,,0,0,,0
